iter	Passed	Remaining
263	31190	86956
264	31318	86865
265	31459	86809
266	31579	86695
267	31710	86612
268	31829	86496
269	31965	86424
270	32079	86295
271	32171	86104
272	32288	85984
273	32407	85867
274	32558	85836
275	32702	85783
276	32790	85587
277	32897	85437
278	33023	85341
279	33151	85245
280	33257	85097
281	33387	85007
282	33509	84898
283	33609	84733
284	33741	84650
285	33852	84513
286	33989	84439
287	34116	84342
288	34231	84217
289	34335	84062
290	34457	83952
291	34582	83849
292	34709	83753
293	34834	83649
294	34972	83577
295	35081	83436
296	35269	83482
297	35401	83394
298	35545	83336
299	35685	83265
300	35805	83149
301	35981	83161
302	36116	83080
303	36254	83003
304	36386	82913
305	36502	82787
306	36615	82652
307	36732	82527
308	36857	82422
309	36970	82289
310	37092	82176
311	37213	82060
312	37326	81928
313	37446	81810
314	37593	81750
315	37703	81611
316	37836	81520
317	37953	81397
318	38085	81304
319	38204	81184
320	38333	81085
321	38441	80942
322	38537	80773
323	38655	80651
324	38769	80521
325	38897	80420
326	39006	80279
327	39149	80209
328	39256	80064
329	39368	79929
330	39484	79803
331	39605	79688
332	39731	79583
333	39864	79489
334	39985	79374
335	40115	79274
336	40252	79191
337	40370	79068
338	40492	78954
339	40600	78812
340	40741	78735
341	40871	78636
342	40996	78525
343	41121	78417
344	41277	78367
345	41398	78250
346	41512	78119
347	41624	77985
348	41736	77851
349	41872	77763
350	41992	77644
351	42112	77525
352	42230	77403
353	42331	77248
354	42475	77173
355	42589	77043
356	42702	76912
357	42815	76781
358	42918	76631
359	43027	76493
360	43154	76386
361	43270	76262
362	43414	76184
363	43540	76075
364	43656	75950
365	43791	75857
366	43912	75739
367	44032	75620
368	44174	75539
369	44275	75388
370	44378	75240
371	44488	75103
372	44607	74983
373	44729	74867
374	44864	74773
375	45006	74691
376	45118	74559
377	45228	74422
378	45342	74294
379	45485	74213
380	45594	74075
381	45716	73960
382	45841	73849
383	45941	73698
384	46087	73619
385	46187	73468
386	46294	73328
387	46412	73206
388	46533	73089
389	46648	72963
390	46778	72860
391	46908	72756
392	47028	72636
393	47143	72509
394	47259	72384
395	47390	72282
396	47504	72153
397	47613	72019
398	47731	71895
399	47844	71766
400	47964	71648
401	48078	71519
402	48171	71360
403	48274	71216
404	48406	71115
405	48566	71055
406	48703	70960
407	48819	70836
408	48949	70730
409	49068	70611
410	49185	70486
411	49299	70358
412	49422	70244
413	49534	70113
414	49670	70017
415	49808	69923
416	49945	69828
417	50066	69709
418	50167	69564
419	50289	69447
420	50427	69352
421	50541	69224
422	50667	69114
423	50769	68969
424	50926	68900
425	51077	68822
426	51178	68678
427	51283	68537
428	51411	68428
429	51542	68323
430	51690	68240
431	51830	68146
432	51958	68037
433	52123	67976
434	52243	67855
435	52365	67738
436	52466	67594
437	52593	67483
438	52713	67363
439	52833	67243
440	52960	67131
441	53083	67015
442	53210	66903
443	53333	66786
444	53466	66683
445	53577	66551
446	53692	66425
447	53829	66325
448	53936	66189
449	54043	66053
450	54151	65918
451	54268	65795
452	54390	65676
453	54514	65561
454	54648	65457
455	54733	65295
456	54870	65195
457	54985	65070
458	55108	64953
459	55232	64837
460	55348	64713
461	55469	64593
462	55623	64513
463	55742	64392
464	55871	64282
465	55989	64159
466	56106	64035
467	56199	63884
468	56319	63764
469	56452	63659
470	56569	63535
471	56701	63428
472	56851	63341
473	56963	63213
474	57076	63084
475	57194	62962
476	57300	62825
477	57424	62710
478	57533	62578
479	57638	62441
480	57773	62337
481	57887	62211
482	58010	62093
483	58118	61961
484	58223	61825
485	58334	61694
486	58468	61589
487	58596	61478
488	58679	61319
489	58797	61197
490	58900	61060
491	59071	60992
492	59184	60864
493	59316	60757
494	59436	60637
495	59567	60528
496	59678	60399
497	59822	60303
498	59978	60218
499	60119	60119
500	60237	59997
501	60365	59884
502	60484	59763
503	60620	59658
504	60745	59542
505	60904	59459
506	61043	59357
507	61138	59212
508	61262	59096
509	61375	58968
510	61491	58844
511	61615	58727
512	61733	58604
513	61849	58480
514	61978	58368
515	62095	58244
516	62223	58131
517	62366	58032
518	62484	57909
519	62609	57793
520	62733	57676
521	62842	57545
522	62968	57430
523	63082	57303
524	63193	57175
525	63308	57049
526	63415	56917
527	63570	56828
528	63693	56710
529	63808	56584
530	63917	56454
531	64016	56315
532	64169	56223
533	64298	56110
534	64422	55993
535	64537	55868
536	64641	55733
537	64757	55610
538	64881	55492
539	64992	55363
540	65128	55256
541	65255	55141
542	65375	55021
543	65491	54897
544	65600	54767
545	65713	54640
546	65826	54514
547	65930	54380
548	66042	54253
549	66183	54149
550	66310	54034
551	66425	53910
552	66560	53801
553	66690	53689
554	66796	53557
555	66923	53442
556	67079	53350
557	67202	53231
558	67319	53108
559	67452	52998
560	67600	52899
561	67759	52808
562	67892	52698
563	68040	52598
564	68168	52483
565	68280	52356
566	68388	52226
567	68504	52102
568	68638	51991
569	68783	51889
570	68901	51766
571	69027	51650
572	69148	51529
573	69284	51420
574	69374	51276
575	69503	51162
576	69644	51056
577	69781	50948
578	69897	50823
579	70005	50693
580	70117	50566
581	70262	50463
582	70384	50343
583	70489	50211
584	70615	50094
585	70751	49985
586	70871	49863
587	70988	49740
588	71143	49643
589	71258	49518
590	71375	49395
591	71493	49272
592	71607	49147
593	71724	49024
594	71844	48902
595	71960	48778
596	72078	48655
597	72188	48527
598	72304	48404
599	72435	48290
600	72559	48172
601	72661	48038
602	72771	47911
603	72883	47784
604	73005	47664
605	73129	47546
606	73245	47422
607	73374	47307
608	73509	47195
609	73628	47074
610	73734	46943
611	73839	46813
612	73969	46698
613	74079	46570
614	74200	46450
615	74316	46327
616	74455	46218
617	74612	46119
618	74737	46001
619	74852	45877
620	74967	45752
621	75095	45636
622	75214	45515
623	75345	45400
624	75444	45266
625	75557	45141
626	75660	45010
627	75769	44882
628	75878	44754
629	76005	44638
630	76148	44530
631	76264	44406
632	76375	44280
633	76518	44173
634	76637	44051
635	76757	43930
636	76880	43810
637	76993	43685
638	77091	43552
639	77227	43440
640	77342	43316
641	77452	43189
642	77572	43069
643	77709	42957
644	77850	42848
645	77969	42726
646	78077	42598
647	78207	42482
648	78345	42371
649	78460	42248
650	78582	42128
651	78694	42002
652	78809	41878
653	78944	41765
654	79056	41640
655	79188	41525
656	79299	41399
657	79422	41280
658	79563	41170
659	79680	41047
660	79812	40932
661	79915	40803
662	80023	40675
663	80140	40552
664	80266	40435
665	80393	40317
666	80515	40197
667	80637	40077
668	80766	39960
669	80878	39835
670	80994	39712
671	81139	39603
672	81278	39492
673	81408	39375
674	81559	39269
675	81666	39141
676	81786	39020
677	81905	38899
678	82017	38774
679	82140	38654
680	82271	38538
681	82401	38421
682	82509	38295
683	82633	38175
684	82744	38050
685	82867	37930
686	82988	37809
687	83127	37697
688	83237	37571
689	83375	37458
690	83528	37351
691	83686	37247
692	83828	37136
693	83958	37019
694	84095	36905
695	84210	36781
696	84344	36666
697	84503	36561
698	84610	36434
699	84731	36313
700	84845	36189
701	84948	36060
702	85058	35935
703	85173	35811
704	85300	35693
705	85433	35577
706	85555	35456
707	85689	35340
708	85784	35208
709	85907	35089
710	86026	34967
711	86143	34844
712	86276	34728
713	86382	34601
714	86499	34478
715	86618	34357
716	86738	34235
717	86870	34119
718	86994	33999
719	87114	33877
720	87221	33751
721	87321	33622
722	87451	33505
723	87584	33388
724	87724	33274
725	87845	33153
726	87973	33035
727	88098	32915
728	88237	32801
729	88356	32679
730	88477	32558
731	88593	32436
732	88720	32317
733	88833	32193
734	88961	32074
735	89090	31956
736	89209	31834
737	89340	31717
738	89473	31600
739	89596	31479
740	89706	31355
741	89828	31234
742	89953	31114
743	90068	30991
744	90212	30877
745	90327	30754
746	90466	30639
747	90578	30515
748	90718	30400
749	90842	30280
750	90966	30160
751	91090	30040
752	91244	29930
753	91396	29818
754	91526	29700
755	91635	29575
756	91749	29451
757	91873	29331
758	91982	29206
759	92118	29090
760	92234	28967
761	92354	28845
762	92501	28732
763	92636	28615
764	92749	28491
765	92871	28370
766	92987	28247
767	93120	28130
768	93251	28011
769	93366	27888
770	93489	27767
771	93598	27642
772	93729	27524
773	93855	27404
774	93970	27281
775	94089	27159
776	94214	27039
777	94372	26928
778	94519	26814
779	94638	26692
780	94751	26569
781	94875	26448
782	95001	26328
783	95114	26204
784	95276	26094
785	95396	25973
786	95533	25855
787	95638	25730
788	95758	25608
789	95884	25488
790	96002	25366
791	96123	25244
792	96261	25127
793	96384	25006
794	96518	24888
795	96645	24768
796	96773	24648
797	96897	24527
798	97014	24405
799	97134	24283
800	97285	24169
801	97409	24048
802	97526	23926
803	97642	23803
804	97767	23682
805	97866	23555
806	97986	23434
807	98121	23316
808	98241	23194
809	98364	23073
810	98483	22951
811	98624	22834
812	98753	22714
813	98864	22590
814	99003	22473
815	99130	22353
816	99259	22233
817	99401	22116
818	99569	22005
819	99678	21880
820	99813	21761
821	99947	21643
822	100082	21524
823	100204	21402
824	100336	21283
825	100456	21161
826	100583	21040
827	100702	20918
828	100829	20798
829	100939	20674
830	101059	20552
831	101167	20427
832	101284	20305
833	101406	20184
834	101528	20062
835	101664	19943
836	101782	19821
837	101937	19706
838	102052	19583
839	102168	19460
840	102302	19341
841	102429	19220
842	102545	19097
843	102663	18975
844	102793	18855
845	102916	18734
846	103019	18609
847	103134	18486
848	103284	18369
849	103392	18245
850	103509	18123
851	103656	18006
852	103782	17885
853	103913	17765
854	104047	17645
855	104183	17526
856	104288	17401
857	104401	17278
858	104526	17157
859	104650	17036
860	104780	16915
861	104925	16797
862	105045	16675
863	105162	16553
864	105279	16430
865	105397	16308
866	105533	16189
867	105659	16068
868	105792	15948
869	105920	15827
870	106048	15706
871	106177	15585
872	106292	15462
873	106413	15341
874	106537	15219
875	106657	15097
876	106774	14975
877	106890	14852
878	107031	14733
879	107146	14610
880	107292	14492
881	107407	14369
882	107531	14248
883	107665	14128
884	107778	14005
885	107901	13883
886	108020	13761
887	108141	13639
888	108318	13524
889	108445	13403
890	108548	13279
891	108657	13155
892	108779	13034
893	108886	12910
894	108997	12787
895	109105	12663
896	109228	12542
897	109326	12417
898	109438	12295
899	109549	12172
900	109674	12050
901	109821	11931
902	109947	11810
903	110069	11688
904	110181	11566
905	110291	11443
906	110426	11322
907	110543	11200
908	110674	11079
909	110801	10958
910	110906	10834
911	111031	10713
912	111146	10591
913	111260	10468
914	111417	10350
915	111507	10225
916	111631	10104
917	111747	9981
918	111866	9859
919	111959	9735
920	112054	9611
921	112175	9489
922	112276	9366
923	112390	9244
924	112508	9122
925	112631	9000
926	112742	8878
927	112860	8756
928	112999	8636
929	113129	8515
930	113248	8393
931	113374	8271
932	113493	8150
933	113623	8029
934	113748	7907
935	113890	7787
936	114013	7665
937	114137	7544
938	114259	7422
939	114372	7300
940	114471	7177
941	114576	7054
942	114685	6932
943	114823	6811
944	114958	6690
945	115097	6570
946	115210	6447
947	115339	6326
948	115451	6204
949	115587	6083
950	115740	5963
951	115870	5842
952	116060	5723
953	116276	5606
954	116416	5485
955	116541	5363
956	116687	5243
957	116848	5122
958	116951	5000
959	117078	4878
960	117217	4756
961	117352	4635
962	117480	4513
963	117557	4390
964	117715	4269
965	117839	4147
966	117964	4025
967	118086	3903
968	118189	3781
969	118317	3659
970	118441	3537
971	118563	3415
972	118704	3293
973	118836	3172
974	118933	3049
975	119065	2927
976	119191	2805
977	119320	2684
978	119481	2562
979	119616	2441
980	119757	2319
981	119865	2197
982	119977	2074
983	120100	1952
984	120234	1830
985	120372	1709
986	120513	1587
987	120646	1465
988	120792	1343
989	120928	1221
990	121043	1099
991	121164	977
992	121284	854
993	121402	732
994	121513	610
995	121639	488
996	121767	366
997	121884	244
998	122005	122
999	122128	0
