iter	RMSE
186	5065.867059
187	5063.185988
188	5056.196039
189	5048.472493
190	5042.937664
191	5039.427026
192	5036.813531
193	5034.642436
194	5031.172274
195	5020.320779
196	5014.208734
197	5008.88326
198	4996.071158
199	4994.153124
200	4991.423058
201	4980.948782
202	4975.725505
203	4972.374039
204	4966.012342
205	4963.380863
206	4957.952596
207	4953.623605
208	4943.892783
209	4936.841531
210	4933.685289
211	4926.303465
212	4923.032351
213	4919.973514
214	4916.125863
215	4911.955699
216	4904.736705
217	4895.319103
218	4886.979036
219	4881.208015
220	4876.740953
221	4871.203736
222	4863.067496
223	4859.707978
224	4854.419893
225	4845.55361
226	4841.531879
227	4835.917287
228	4833.810476
229	4828.215955
230	4820.403775
231	4814.61812
232	4808.960259
233	4803.714722
234	4801.024091
235	4799.262395
236	4795.829259
237	4791.067971
238	4786.777658
239	4784.274224
240	4775.367525
241	4773.532536
242	4772.057193
243	4765.586736
244	4760.552859
245	4753.051756
246	4751.263011
247	4748.889546
248	4742.82951
249	4739.511797
250	4737.409214
251	4731.000077
252	4728.401927
253	4724.049313
254	4719.676303
255	4716.384374
256	4713.394775
257	4708.120409
258	4703.246704
259	4698.615952
260	4692.754443
261	4688.081226
262	4681.5897
263	4678.329916
264	4674.500821
265	4669.968013
266	4666.970673
267	4660.191853
268	4655.765266
269	4651.190682
270	4646.74822
271	4641.018535
272	4639.246489
273	4637.206062
274	4634.056908
275	4628.506838
276	4621.569154
277	4617.62033
278	4611.068726
279	4606.401166
280	4602.450509
281	4600.836781
282	4595.622199
283	4592.510498
284	4589.924252
285	4588.339903
286	4583.888662
287	4582.293335
288	4579.190475
289	4575.253929
290	4570.897915
291	4569.682969
292	4563.341472
293	4560.057225
294	4553.881826
295	4545.348155
296	4543.800198
297	4539.825892
298	4535.305931
299	4530.169319
300	4524.616737
301	4519.365512
302	4517.830092
303	4514.885297
304	4511.159603
305	4504.40354
306	4500.616885
307	4498.080488
308	4492.801326
309	4488.687382
310	4486.163571
311	4482.983185
312	4480.414265
313	4479.487678
314	4475.953759
315	4472.281254
316	4468.459118
317	4463.875412
318	4458.880913
319	4454.375675
320	4450.790827
321	4446.675998
322	4442.041879
323	4437.532388
324	4434.522349
325	4426.403933
326	4421.662479
327	4414.070316
328	4410.87981
329	4406.279056
330	4403.597379
331	4398.47725
332	4397.145844
333	4394.084475
334	4389.30473
335	4386.098666
336	4381.648771
337	4374.152814
338	4372.414887
339	4367.935519
340	4363.383947
341	4356.46437
342	4350.975467
343	4348.321466
344	4344.800243
345	4338.401814
346	4334.455072
347	4332.890275
348	4330.406167
349	4328.842237
350	4324.445875
351	4320.965139
352	4317.40213
353	4314.995842
354	4313.540861
355	4309.125962
356	4306.817284
357	4300.320837
358	4297.869218
359	4295.326808
360	4291.872532
361	4289.461986
362	4287.786179
363	4286.207566
364	4282.246473
365	4279.742744
366	4276.208319
367	4273.830288
368	4270.545835
369	4266.203511
370	4263.926973
371	4261.94695
372	4259.650409
373	4257.910382
374	4255.321999
375	4253.62165
376	4247.446203
377	4242.643865
378	4238.871097
379	4234.320688
380	4232.447517
381	4230.613593
382	4227.800607
383	4224.680252
384	4222.556331
385	4221.009275
386	4217.399843
387	4213.578035
388	4212.36018
389	4210.319944
390	4207.284925
391	4205.244904
392	4201.256771
393	4200.057448
394	4197.810842
395	4196.046951
396	4192.656417
397	4190.408004
398	4188.074588
399	4184.995136
400	4183.90399
401	4182.644053
402	4178.616915
403	4175.725161
404	4171.755317
405	4170.242478
406	4168.926298
407	4167.182068
408	4163.49116
409	4160.277559
410	4157.374658
411	4155.537524
412	4153.234261
413	4149.89411
414	4148.449362
415	4145.413008
416	4141.068867
417	4138.608623
418	4136.550159
419	4133.347725
420	4129.956206
421	4126.951507
422	4125.895716
423	4121.758811
424	4117.68388
425	4114.606963
426	4113.676913
427	4111.670771
428	4108.364803
429	4104.595435
430	4103.554866
431	4100.67676
432	4098.60675
433	4096.675968
434	4094.227774
435	4090.953638
436	4088.258592
437	4086.587126
438	4084.78181
439	4080.807729
440	4077.768435
441	4073.14535
442	4070.863512
443	4068.287963
444	4066.308856
445	4061.911641
446	4060.014107
447	4057.387542
448	4054.239127
449	4052.580438
450	4050.411183
451	4048.096246
452	4045.920973
453	4042.483371
454	4040.55397
455	4039.691259
456	4038.47135
457	4036.112912
458	4032.583579
459	4030.158101
460	4028.56861
461	4026.203383
462	4023.836883
463	4018.768103
464	4016.922975
465	4015.239381
466	4012.733636
467	4009.989432
468	4007.004517
469	4005.855513
470	4004.903898
471	4001.337074
472	3999.337587
473	3998.202307
474	3997.297562
475	3994.378382
476	3992.101666
477	3989.476126
478	3984.648957
479	3983.431882
480	3980.465537
481	3978.804867
482	3977.609555
483	3975.213173
484	3972.382984
485	3970.439982
486	3967.983415
487	3966.237191
488	3962.263947
489	3959.389962
490	3957.23931
491	3955.453742
492	3952.838744
493	3950.198801
494	3947.502218
495	3946.777922
496	3944.736208
497	3942.220854
498	3938.837167
499	3934.509815
500	3933.761164
501	3932.933315
502	3931.322734
503	3930.610242
504	3926.586122
505	3925.807547
506	3924.806528
507	3920.792674
508	3919.585158
509	3918.085778
510	3916.650404
511	3914.276159
512	3912.29438
513	3910.089159
514	3907.679983
515	3904.082804
516	3901.031292
517	3899.153134
518	3896.840189
519	3893.307048
520	3889.257467
521	3885.446773
522	3883.786953
523	3881.635715
524	3880.982655
525	3879.459732
526	3877.656931
527	3874.688182
528	3872.490472
529	3871.34639
530	3869.244989
531	3868.142024
532	3866.740416
533	3864.277784
534	3862.932189
535	3861.860323
536	3860.744477
537	3858.874601
538	3858.368021
539	3855.561773
540	3854.763214
541	3852.256947
542	3851.293441
543	3849.485906
544	3846.237191
545	3842.174445
546	3838.943044
547	3838.11124
548	3834.470677
549	3833.43152
550	3830.986279
551	3828.064377
552	3827.059944
553	3825.346001
554	3824.456122
555	3823.435099
556	3819.686394
557	3816.433534
558	3813.781661
559	3810.153603
560	3807.190488
561	3804.874953
562	3803.798911
563	3802.728524
564	3799.261518
565	3796.47611
566	3793.958048
567	3791.56937
568	3790.843286
569	3789.275495
570	3788.524105
571	3787.520395
572	3785.39052
573	3782.968126
574	3779.718841
575	3776.467924
576	3775.58673
577	3772.862883
578	3771.026584
579	3770.2183
580	3768.788038
581	3767.500956
582	3766.715833
583	3763.447425
584	3761.568246
585	3759.696585
586	3757.69623
587	3757.171718
588	3754.139303
589	3753.055117
590	3752.240358
591	3751.405988
592	3750.566516
593	3749.736619
594	3748.69551
595	3746.874639
596	3746.250805
597	3745.208188
598	3743.615503
599	3741.719009
600	3739.856881
601	3736.981402
602	3735.90673
603	3734.530875
604	3734.127373
605	3733.079359
606	3732.130036
607	3731.031954
608	3730.012947
609	3728.292952
610	3726.513345
611	3724.811199
612	3724.028938
613	3721.817225
614	3719.941961
615	3719.448099
616	3718.092599
617	3716.456436
618	3715.355513
619	3712.65305
620	3711.987634
621	3709.493496
622	3707.720198
623	3706.725049
624	3706.324134
625	3703.754155
626	3702.237142
627	3700.762844
628	3699.064038
629	3697.387865
630	3695.10695
631	3693.756175
632	3691.989974
633	3689.672962
634	3688.778319
635	3687.986868
636	3687.637905
637	3685.491174
638	3683.982146
639	3682.146801
640	3680.946813
641	3679.414616
642	3678.501009
643	3676.835592
644	3675.936466
645	3673.94112
646	3671.62591
647	3669.738483
648	3667.15166
649	3666.011599
650	3665.341056
651	3663.040248
652	3661.459022
653	3659.816891
654	3657.385473
655	3655.44734
656	3654.745434
657	3654.269609
658	3652.838224
659	3651.25185
660	3649.019172
661	3648.025544
662	3647.316178
663	3645.521089
664	3643.347935
665	3642.469603
666	3641.620248
667	3640.076485
668	3639.744175
669	3638.334324
670	3637.149359
671	3635.115461
672	3634.213192
673	3632.90158
674	3631.787213
675	3629.657264
676	3628.78035
677	3628.107424
678	3626.556188
679	3625.35865
680	3624.26518
681	3622.999865
682	3621.296146
683	3620.334788
684	3619.51421
685	3617.987779
686	3616.762689
687	3615.85517
688	3614.434975
689	3612.398899
690	3610.345581
691	3609.468866
692	3607.456885
693	3606.314168
694	3605.444351
695	3604.217861
696	3602.330743
697	3601.358447
698	3600.274842
699	3598.707759
700	3597.967132
701	3596.845792
702	3595.259263
703	3592.746891
704	3590.084167
705	3587.365495
706	3585.955574
707	3585.421447
708	3584.402745
709	3583.665106
710	3581.219244
711	3580.134913
712	3578.115423
713	3575.667847
714	3574.069199
715	3572.624503
716	3570.622278
717	3568.180476
718	3567.307144
719	3566.052765
720	3565.67108
721	3564.756127
722	3563.54525
723	3561.447552
724	3559.047196
725	3557.377111
726	3556.399396
727	3555.774527
728	3555.033779
729	3553.705194
730	3552.300729
731	3550.590081
732	3548.75537
733	3547.301537
734	3546.330155
735	3545.443469
736	3544.665665
737	3543.491687
738	3541.56662
739	3540.733883
740	3539.639114
741	3539.05066
742	3538.161733
743	3537.542186
744	3536.779341
745	3535.72699
746	3535.066883
747	3532.856085
748	3532.336622
749	3531.320525
750	3530.665975
751	3529.915406
752	3527.85523
753	3526.761584
754	3525.131163
755	3524.007795
756	3523.450475
757	3522.311698
758	3521.729637
759	3521.148247
760	3520.346986
761	3519.521354
762	3518.813749
763	3517.68641
764	3516.648731
765	3514.551277
766	3512.25037
767	3511.967688
768	3511.493574
769	3510.525766
770	3509.699987
771	3508.857873
772	3508.31352
773	3506.19619
774	3505.559981
775	3503.603812
776	3503.054437
777	3501.892248
778	3501.147359
779	3499.802581
780	3499.136586
781	3498.406216
782	3496.769564
783	3494.87353
784	3493.546745
785	3493.148139
786	3492.453836
787	3490.898377
788	3490.037035
789	3488.760717
790	3487.890452
791	3486.863963
792	3485.564901
793	3484.898545
794	3483.312278
795	3482.532813
796	3482.272134
797	3481.492504
798	3480.83777
799	3478.850486
800	3477.392637
801	3475.806696
802	3473.191052
803	3472.199132
804	3469.207962
805	3466.801851
806	3466.289518
807	3465.053292
808	3464.11544
809	3463.284415
810	3462.992931
811	3462.190801
812	3461.66682
813	3459.750601
814	3458.507469
815	3456.991293
816	3456.385459
817	3455.557464
818	3454.443003
819	3453.957307
820	3452.831501
821	3451.729489
822	3449.440953
823	3448.446639
824	3447.694431
825	3444.902195
826	3441.854564
827	3440.919994
828	3438.07253
829	3437.258627
830	3436.877388
831	3436.444399
832	3435.631289
833	3434.864569
834	3434.389553
835	3434.08868
836	3433.188488
837	3432.022939
838	3431.609746
839	3431.360332
840	3430.333727
841	3428.683405
842	3427.236643
843	3426.063812
844	3424.057639
845	3422.499282
846	3420.807657
847	3419.544878
848	3418.304647
849	3417.085946
850	3416.520748
851	3416.154256
852	3414.581279
853	3414.110973
854	3413.121426
855	3412.245678
856	3410.816511
857	3410.409965
858	3409.066261
859	3407.729885
860	3406.32134
861	3406.07334
862	3405.73814
863	3404.65885
864	3404.309457
865	3403.237229
866	3402.652314
867	3401.889178
868	3400.947013
869	3400.145147
870	3399.219961
871	3398.6445
872	3397.57124
873	3397.262873
874	3396.168646
875	3395.625091
876	3395.128037
877	3392.36285
878	3391.507232
879	3390.749736
880	3389.752799
881	3387.116454
882	3384.531389
883	3383.844052
884	3383.218514
885	3382.572504
886	3381.80323
887	3381.409958
888	3380.787138
889	3379.331125
890	3376.367278
891	3374.206098
892	3373.00795
893	3371.972785
894	3370.163426
895	3369.489465
896	3368.053516
897	3367.501719
898	3365.572861
899	3363.61937
900	3362.554691
901	3361.441865
902	3360.460773
903	3358.752099
904	3357.167616
905	3356.674794
906	3355.88799
907	3355.394648
908	3354.465792
909	3353.385291
910	3352.727748
911	3352.023552
912	3351.080603
913	3349.675801
914	3348.474216
915	3347.296987
916	3346.678368
917	3345.188034
918	3344.429004
919	3343.700236
920	3341.906564
921	3341.021921
922	3339.261813
923	3338.47195
924	3338.127007
925	3337.656589
926	3337.239228
927	3336.728804
928	3335.692075
929	3335.01402
930	3333.580727
931	3332.696955
932	3331.775478
933	3331.181824
934	3330.996957
935	3330.653814
936	3329.211258
937	3328.77348
938	3327.567656
939	3325.213804
940	3324.249935
941	3323.562854
942	3323.076164
943	3322.528199
944	3322.115824
945	3321.622305
946	3321.269368
947	3320.499272
948	3320.076829
949	3319.349118
950	3318.996739
951	3318.593136
952	3317.786692
953	3317.200732
954	3316.791969
955	3315.912106
956	3315.042606
957	3314.233003
958	3313.456715
959	3312.843443
960	3311.835906
961	3310.626328
962	3310.119633
963	3309.679031
964	3308.862525
965	3308.356626
966	3307.506284
967	3307.122684
968	3306.191704
969	3305.805412
970	3304.251662
971	3303.509331
972	3302.840323
973	3300.800702
974	3299.530812
975	3297.854906
976	3296.741124
977	3295.764822
978	3295.343917
979	3294.658644
980	3293.888616
981	3293.339336
982	3293.050698
983	3292.5726
984	3292.219238
985	3291.141431
986	3289.304634
987	3287.834639
988	3286.748701
989	3286.444141
990	3285.388351
991	3284.738927
992	3283.917505
993	3283.665956
994	3282.464659
995	3281.38574
996	3279.659228
997	3278.910149
998	3277.820724
999	3277.143271
1000	3276.689968
1001	3276.105518
1002	3275.866737
1003	3275.000173
1004	3274.5953
1005	3273.765025
1006	3273.076914
1007	3271.936632
1008	3271.489362
1009	3270.131763
1010	3269.224443
1011	3267.448497
1012	3266.86607
1013	3266.133405
1014	3264.972255
1015	3264.568747
1016	3263.545032
1017	3261.943866
1018	3261.711852
1019	3260.472535
1020	3259.631742
1021	3258.997473
1022	3258.47943
1023	3257.88209
1024	3257.555458
1025	3256.82315
1026	3256.35484
1027	3255.929827
1028	3255.574643
1029	3254.815577
1030	3253.147624
1031	3252.698324
1032	3252.172697
1033	3250.912816
1034	3248.979141
1035	3248.226967
1036	3247.148349
1037	3245.291181
1038	3244.724529
1039	3243.133093
1040	3241.960882
1041	3241.130067
1042	3239.984712
1043	3239.026107
1044	3238.236842
1045	3237.529004
1046	3236.827659
1047	3236.391434
1048	3236.080996
1049	3235.334959
1050	3234.761104
1051	3233.866797
1052	3233.316936
1053	3232.722881
1054	3231.272165
1055	3231.105913
1056	3230.585051
1057	3229.235922
1058	3228.618608
1059	3227.303374
1060	3226.584388
1061	3225.748566
1062	3225.058417
1063	3224.689379
1064	3224.32682
1065	3223.234746
1066	3222.238117
1067	3221.297468
1068	3220.554814
1069	3219.926386
1070	3219.279791
1071	3218.927307
1072	3218.221319
1073	3217.422684
1074	3216.604739
1075	3215.466688
1076	3215.239978
1077	3213.914565
1078	3213.643526
1079	3212.316136
1080	3211.7436
1081	3211.125834
1082	3210.310364
1083	3209.174076
1084	3208.960848
1085	3207.896897
1086	3207.453175
1087	3206.59389
1088	3206.112503
1089	3205.061988
1090	3204.607987
1091	3203.905182
1092	3203.511397
1093	3202.586933
1094	3201.743427
1095	3201.430094
1096	3200.044818
1097	3199.4998
1098	3199.221343
1099	3198.374782
1100	3196.852373
1101	3194.796831
1102	3193.688078
1103	3192.87856
1104	3190.763005
1105	3190.562584
1106	3189.802291
1107	3189.466022
1108	3188.143761
1109	3187.316818
1110	3186.875835
1111	3186.493349
1112	3185.974226
1113	3185.739679
1114	3184.19512
1115	3183.92867
1116	3183.112012
1117	3182.555584
1118	3181.459374
1119	3180.811509
1120	3179.780484
1121	3178.831539
1122	3178.500347
1123	3178.131645
1124	3177.046721
1125	3176.504201
1126	3175.306103
1127	3174.756037
1128	3174.302775
1129	3174.054157
1130	3173.654514
1131	3172.663153
1132	3172.15607
1133	3171.579966
1134	3170.928234
1135	3170.622268
1136	3169.409505
1137	3168.772364
1138	3167.966778
1139	3167.607024
1140	3167.280027
1141	3167.057494
1142	3166.754942
1143	3165.778926
1144	3165.036693
1145	3163.990471
1146	3162.811996
1147	3162.530234
1148	3160.388991
1149	3160.04048
1150	3159.792444
1151	3159.596481
1152	3159.256274
1153	3158.835126
1154	3158.075594
1155	3156.795345
1156	3155.674927
1157	3154.357891
1158	3153.633865
1159	3153.054097
1160	3152.433195
1161	3152.169844
1162	3151.782048
1163	3151.095833
1164	3150.64464
1165	3149.798829
1166	3149.543771
1167	3149.18699
1168	3148.594288
1169	3146.953236
1170	3145.816019
1171	3145.287467
1172	3144.571582
1173	3143.223438
1174	3142.72842
1175	3142.558328
1176	3142.176571
1177	3140.961652
1178	3140.489987
1179	3139.955468
1180	3139.289584
1181	3138.938158
1182	3137.751737
1183	3136.735634
1184	3135.444829
1185	3134.36564
1186	3133.613137
1187	3133.138243
1188	3132.45363
1189	3131.552283
1190	3131.298025
1191	3130.969467
1192	3130.569448
1193	3129.292271
1194	3127.880693
1195	3126.879053
1196	3125.757784
1197	3124.930129
1198	3124.0368
1199	3123.140249
1200	3122.465303
1201	3121.674101
1202	3121.215017
1203	3119.883464
1204	3118.987874
1205	3118.049771
1206	3116.315549
1207	3116.128857
1208	3115.164359
1209	3114.838175
1210	3114.402506
1211	3113.453634
1212	3112.195295
1213	3111.454908
1214	3110.643921
1215	3110.232982
1216	3109.02183
1217	3108.538789
1218	3107.682081
1219	3107.351279
1220	3106.382481
1221	3105.412176
1222	3104.741215
1223	3104.281355
1224	3103.892426
1225	3103.431349
1226	3103.142026
1227	3102.405128
1228	3101.736199
1229	3101.164367
1230	3100.642087
1231	3099.593944
1232	3099.13129
1233	3098.833179
1234	3098.318907
1235	3098.081849
1236	3097.549128
1237	3097.240982
1238	3097.056405
1239	3095.140566
1240	3093.896806
1241	3093.266901
1242	3092.022266
1243	3091.883278
1244	3091.460216
1245	3090.498691
1246	3090.060356
1247	3089.905074
1248	3089.074248
1249	3088.059341
1250	3087.435043
1251	3086.964681
1252	3086.082875
1253	3085.37431
1254	3085.017162
1255	3084.153144
1256	3083.444478
1257	3082.372302
1258	3082.065453
1259	3081.513479
1260	3081.224361
1261	3080.269874
1262	3079.428949
1263	3078.616026
1264	3077.714092
1265	3076.161852
1266	3075.444986
1267	3074.35124
1268	3073.005643
1269	3072.795826
1270	3072.440458
1271	3072.262221
1272	3072.029919
1273	3070.931218
1274	3070.143791
1275	3069.563316
1276	3069.211075
1277	3068.148275
1278	3067.551445
1279	3066.772742
1280	3065.773265
1281	3065.422175
1282	3064.54625
1283	3063.950726
1284	3062.80243
1285	3061.767771
1286	3061.505979
1287	3061.054664
1288	3060.672498
1289	3060.135349
1290	3059.264194
1291	3058.08367
1292	3057.349891
1293	3056.713149
1294	3056.33211
1295	3055.341242
1296	3055.108162
1297	3054.542673
1298	3053.988525
1299	3053.232375
1300	3052.597151
1301	3051.618233
1302	3050.642748
1303	3050.078802
1304	3049.160356
1305	3048.804876
1306	3048.677095
1307	3047.860322
1308	3047.263523
1309	3046.960413
1310	3046.240786
1311	3046.11948
1312	3045.930284
1313	3045.473606
1314	3044.963209
1315	3044.413561
1316	3043.725085
1317	3043.01658
1318	3042.153189
1319	3041.51367
1320	3040.173626
1321	3039.018109
1322	3037.926562
1323	3037.307476
1324	3036.779394
1325	3036.071134
1326	3035.25184
1327	3034.928368
1328	3034.322075
1329	3033.85643
1330	3031.517544
1331	3030.980887
1332	3030.44235
1333	3030.220433
1334	3029.735756
1335	3029.083633
1336	3028.517371
1337	3028.191752
1338	3027.968477
1339	3027.343004
1340	3026.964383
1341	3026.663097
1342	3026.492136
1343	3025.946125
1344	3025.369424
1345	3025.043025
1346	3024.601107
1347	3023.909003
1348	3022.869813
1349	3022.523886
1350	3022.296389
1351	3021.661901
1352	3020.724976
1353	3020.291763
1354	3019.799867
1355	3019.6064
1356	3018.903199
1357	3018.69821
1358	3017.938777
1359	3017.691886
1360	3017.097188
1361	3016.562907
1362	3015.960905
1363	3015.523552
1364	3014.833346
1365	3014.238759
1366	3012.806395
1367	3012.204828
1368	3011.983567
1369	3011.71476
1370	3011.300038
1371	3010.673421
1372	3010.067192
1373	3009.539033
1374	3009.056475
1375	3008.334431
1376	3008.10933
1377	3007.71805
1378	3007.098531
1379	3006.905847
1380	3006.118838
1381	3004.74015
1382	3003.961383
1383	3003.393442
1384	3002.376307
1385	3001.481956
1386	3001.152704
1387	3000.784956
1388	3000.530029
1389	2999.656847
1390	2999.32556
1391	2998.871948
1392	2998.458834
1393	2997.422336
1394	2996.819302
1395	2996.430825
1396	2996.183481
1397	2995.577009
1398	2994.868517
1399	2994.512964
1400	2993.319407
1401	2992.56745
1402	2992.33376
1403	2992.132812
1404	2991.697038
1405	2991.247543
1406	2990.653826
1407	2990.39391
1408	2989.858292
1409	2989.293439
1410	2988.950214
1411	2988.618369
1412	2988.434363
1413	2988.07852
1414	2987.371159
1415	2986.088562
1416	2985.602587
1417	2985.284865
1418	2984.579522
1419	2984.240469
1420	2983.706065
1421	2982.995825
1422	2982.188214
1423	2981.513491
1424	2981.144138
1425	2980.53854
1426	2979.720244
1427	2979.063775
1428	2978.667958
1429	2978.331542
1430	2977.645214
1431	2976.82167
1432	2976.557194
1433	2975.894073
1434	2975.558744
1435	2975.247865
1436	2975.10813
1437	2973.923425
1438	2973.381648
1439	2972.96357
1440	2972.665873
1441	2970.625715
1442	2969.683483
1443	2968.8178
1444	2968.052012
1445	2967.691568
1446	2966.32913
1447	2965.695138
1448	2965.480007
1449	2964.762656
1450	2964.321163
1451	2963.94705
1452	2963.224943
1453	2962.458521
1454	2961.883268
1455	2961.367202
1456	2959.513786
1457	2958.266992
1458	2957.68492
1459	2957.420731
1460	2956.831552
1461	2956.213966
1462	2955.608318
1463	2954.955632
1464	2954.509223
1465	2954.213856
1466	2953.990142
1467	2953.685707
1468	2952.906277
1469	2952.495116
1470	2952.278928
1471	2951.307942
1472	2951.186985
1473	2950.955053
1474	2950.63413
1475	2950.277348
1476	2949.80421
1477	2948.802399
1478	2948.04276
1479	2947.839546
1480	2947.388645
1481	2947.235841
1482	2946.231291
1483	2946.11371
1484	2945.551868
1485	2945.259584
1486	2944.43097
1487	2943.698967
1488	2942.930338
1489	2941.996221
1490	2941.72215
1491	2941.541623
1492	2941.254921
1493	2940.303037
1494	2939.495614
1495	2938.624807
1496	2937.995558
1497	2937.888289
1498	2937.638735
1499	2937.046433
1500	2936.81281
1501	2936.472473
1502	2935.730749
1503	2935.247779
1504	2934.395521
1505	2933.834987
1506	2933.553246
1507	2930.11534
1508	2929.362439
1509	2928.257154
1510	2927.477359
1511	2926.888986
1512	2926.286437
1513	2925.989289
1514	2925.733232
1515	2925.523055
1516	2925.174518
1517	2924.958098
1518	2924.36196
1519	2924.031346
1520	2923.656352
1521	2923.023095
1522	2922.681383
1523	2922.189176
1524	2918.945574
1525	2918.688335
1526	2917.662146
1527	2916.837116
1528	2916.370487
1529	2916.180046
1530	2914.979228
1531	2914.505799
1532	2914.352914
1533	2914.14311
1534	2913.784837
1535	2913.063354
1536	2912.658103
1537	2912.150513
1538	2910.212777
1539	2909.755437
1540	2909.340647
1541	2909.082911
1542	2908.530158
1543	2908.118737
1544	2907.939457
1545	2907.529025
1546	2907.304256
1547	2906.259001
1548	2906.047579
1549	2905.200517
1550	2904.834747
1551	2904.519476
1552	2904.039116
1553	2903.362604
1554	2902.957105
1555	2902.567596
1556	2901.841273
1557	2900.87388
1558	2900.688241
1559	2900.288952
1560	2899.859599
1561	2899.557775
1562	2899.31982
1563	2898.599884
1564	2898.205901
1565	2897.95539
1566	2897.560369
1567	2897.194719
1568	2896.393222
1569	2895.870051
1570	2895.632566
1571	2895.554672
1572	2894.7578
1573	2894.524719
1574	2893.84836
1575	2893.206554
1576	2892.765536
1577	2892.274375
1578	2891.519459
1579	2890.973568
1580	2890.572116
1581	2890.342485
1582	2889.933388
1583	2889.652213
1584	2889.339682
1585	2889.157397
1586	2888.331502
1587	2887.120914
1588	2886.903507
1589	2886.086589
1590	2885.922857
1591	2885.204123
1592	2884.89681
1593	2884.489985
1594	2883.376306
1595	2882.959113
1596	2882.667678
1597	2881.837207
1598	2881.494576
1599	2881.037612
1600	2880.797403
1601	2880.584166
1602	2880.443744
1603	2879.747749
1604	2879.425089
1605	2879.102593
1606	2878.071305
1607	2877.30695
1608	2876.835225
1609	2876.390107
1610	2875.64025
1611	2875.050379
1612	2874.794913
1613	2874.510281
1614	2874.378194
1615	2874.014659
1616	2873.65562
1617	2873.420304
1618	2870.407266
1619	2869.81824
1620	2869.065747
1621	2868.876048
1622	2868.645093
1623	2868.421314
1624	2867.706125
1625	2867.536636
1626	2867.362192
1627	2867.055095
1628	2866.400339
1629	2866.025564
1630	2865.821467
1631	2865.62517
1632	2864.697471
1633	2864.427067
1634	2863.919105
1635	2863.599896
1636	2863.356302
1637	2863.160681
1638	2862.632292
1639	2862.313006
1640	2862.072018
1641	2861.300698
1642	2861.127449
1643	2860.693059
1644	2860.160734
1645	2859.064256
1646	2858.741213
1647	2857.017918
1648	2856.818191
1649	2856.622595
1650	2856.226421
1651	2855.789109
1652	2855.20841
1653	2854.605039
1654	2854.324709
1655	2853.596986
1656	2853.301155
1657	2852.884149
1658	2852.280959
1659	2852.048495
1660	2850.985959
1661	2850.391977
1662	2850.279823
1663	2849.760518
