iter	RMSE
1664	2849.50347
1665	2849.22422
1666	2848.956798
1667	2848.60254
1668	2847.860248
1669	2847.567486
1670	2844.791701
1671	2844.063246
1672	2843.881972
1673	2843.7309
1674	2843.291096
1675	2843.077045
1676	2842.154617
1677	2840.068444
1678	2838.478146
1679	2838.189892
1680	2837.969014
1681	2837.732031
1682	2837.122285
1683	2836.560481
1684	2835.562664
1685	2835.355136
1686	2835.08741
1687	2833.576771
1688	2833.440014
1689	2833.242416
1690	2833.084434
1691	2832.929971
1692	2832.251009
1693	2831.907182
1694	2831.817894
1695	2830.382294
1696	2830.147761
1697	2829.630892
1698	2829.315843
1699	2828.726858
1700	2828.498831
1701	2827.93388
1702	2827.334035
1703	2826.636519
1704	2826.239637
1705	2825.916508
1706	2825.413633
1707	2824.502118
1708	2823.138885
1709	2822.967778
1710	2822.526498
1711	2821.910411
1712	2821.527588
1713	2821.194139
1714	2820.633153
1715	2820.009158
1716	2819.724551
1717	2819.256516
1718	2818.714309
1719	2817.881273
1720	2817.243582
1721	2817.092827
1722	2816.840697
1723	2816.718651
1724	2815.965695
1725	2815.796827
1726	2814.165829
1727	2813.990605
1728	2813.574461
1729	2813.387025
1730	2813.196266
1731	2812.624517
1732	2812.00872
1733	2811.518914
1734	2811.044899
1735	2810.50648
1736	2810.298491
1737	2809.71044
1738	2809.218749
1739	2808.619537
1740	2807.830013
1741	2807.264657
1742	2807.10523
1743	2806.621237
1744	2806.364941
1745	2806.05117
1746	2805.529384
1747	2804.605534
1748	2804.041362
1749	2803.745931
1750	2803.4475
1751	2802.999688
1752	2802.880144
1753	2802.683884
1754	2802.237973
1755	2801.7716
1756	2801.282628
1757	2800.689375
1758	2799.993645
1759	2799.461961
1760	2799.286585
1761	2798.694417
1762	2797.943336
1763	2797.473523
1764	2796.960911
1765	2796.587137
1766	2796.434674
1767	2796.296685
1768	2794.964586
1769	2794.259642
1770	2793.200272
1771	2791.74005
1772	2791.572775
1773	2791.040022
1774	2789.632523
1775	2789.538109
1776	2789.257046
1777	2788.661277
1778	2788.001513
1779	2787.449602
1780	2787.028145
1781	2786.363909
1782	2785.563859
1783	2785.243281
1784	2784.710552
1785	2784.39579
1786	2784.056361
1787	2783.496655
1788	2783.100972
1789	2782.651739
1790	2782.397168
1791	2781.698125
1792	2781.522922
1793	2780.792999
1794	2780.479125
1795	2780.327299
1796	2780.149117
1797	2779.850147
1798	2779.557711
1799	2779.440658
1800	2778.908511
1801	2777.543129
1802	2777.30578
1803	2777.059549
1804	2776.582528
1805	2776.349306
1806	2775.7368
1807	2775.42737
1808	2775.055446
1809	2774.146812
1810	2773.79186
1811	2773.295051
1812	2772.595812
1813	2772.146615
1814	2771.863168
1815	2771.454364
1816	2771.004918
1817	2770.950423
1818	2770.679937
1819	2770.360694
1820	2770.231779
1821	2769.67388
1822	2769.492886
1823	2769.211343
1824	2768.911347
1825	2768.455714
1826	2768.200826
1827	2767.692385
1828	2767.068039
1829	2766.807161
1830	2766.599189
1831	2766.068257
1832	2765.447816
1833	2764.647962
1834	2764.267311
1835	2764.093482
1836	2763.890943
1837	2763.616022
1838	2762.266801
1839	2761.984199
1840	2761.538121
1841	2761.102231
1842	2760.686166
1843	2760.447372
1844	2760.026873
1845	2759.496079
1846	2758.898544
1847	2758.636429
1848	2757.410966
1849	2757.014542
1850	2755.840915
1851	2755.285855
1852	2754.698763
1853	2754.506494
1854	2754.275365
1855	2753.763154
1856	2753.438558
1857	2752.712701
1858	2752.467502
1859	2752.027611
1860	2751.57896
1861	2750.869525
1862	2750.135069
1863	2749.756377
1864	2749.273905
1865	2749.018224
1866	2748.945078
1867	2748.587886
1868	2748.462146
1869	2747.357379
1870	2746.783271
1871	2746.267533
1872	2745.900321
1873	2745.403933
1874	2745.128218
1875	2744.721459
1876	2744.382634
1877	2743.959306
1878	2743.458097
1879	2743.100101
1880	2742.080971
1881	2741.820627
1882	2741.738502
1883	2741.301553
1884	2740.954061
1885	2739.816297
1886	2739.618122
1887	2739.234492
1888	2738.985304
1889	2738.130744
1890	2736.386188
1891	2736.020131
1892	2735.055958
1893	2734.138263
1894	2733.749912
1895	2733.088003
1896	2732.894422
1897	2732.641293
1898	2732.408073
1899	2731.497855
1900	2731.227203
1901	2730.999177
1902	2729.939675
1903	2729.242595
1904	2728.733001
1905	2728.140627
1906	2727.697824
1907	2727.547719
1908	2726.914029
1909	2726.528866
1910	2726.000243
1911	2725.147348
1912	2725.010223
1913	2723.716418
1914	2723.220636
1915	2723.005837
1916	2722.700357
1917	2722.332678
1918	2721.972895
1919	2721.278192
1920	2720.626346
1921	2720.473131
1922	2720.257035
1923	2719.973812
1924	2719.492839
1925	2719.359691
1926	2718.976204
1927	2718.871297
1928	2718.769662
1929	2718.633661
1930	2718.277063
1931	2718.06165
1932	2717.543109
1933	2717.291738
1934	2716.936414
1935	2716.433719
1936	2716.027559
1937	2715.555476
1938	2714.305944
1939	2713.968145
1940	2713.72967
1941	2713.345571
1942	2713.178314
1943	2712.864551
1944	2712.679687
1945	2712.516661
1946	2712.285107
1947	2712.067504
1948	2711.582671
1949	2710.962476
1950	2709.973998
1951	2709.554958
1952	2709.195868
1953	2707.637394
1954	2707.164771
1955	2706.559059
1956	2706.418787
1957	2706.094226
1958	2705.772863
1959	2705.539853
1960	2705.280776
1961	2704.737155
1962	2704.500175
1963	2704.071003
1964	2703.753874
1965	2703.416669
1966	2703.201593
1967	2702.272038
1968	2701.722706
1969	2701.245465
1970	2700.933693
1971	2700.754994
1972	2699.420897
1973	2698.967239
1974	2698.825973
1975	2698.309364
1976	2697.769319
1977	2697.321123
1978	2697.003785
1979	2696.514245
1980	2696.013797
1981	2695.815635
1982	2694.859097
1983	2694.45265
1984	2694.203563
1985	2693.694581
1986	2693.284173
1987	2693.04643
1988	2692.691649
1989	2692.545963
1990	2692.252075
1991	2691.664043
1992	2691.47097
1993	2689.928862
1994	2689.724996
1995	2688.91606
1996	2688.701824
1997	2688.396703
1998	2687.81027
1999	2686.34592
2000	2686.057973
2001	2685.378797
2002	2684.913696
2003	2684.708897
2004	2684.396188
2005	2684.096668
2006	2683.759268
2007	2683.397314
2008	2682.005566
2009	2681.625288
2010	2681.472096
2011	2681.012241
2012	2680.834591
2013	2679.511972
2014	2678.752095
2015	2678.617294
2016	2678.327941
2017	2678.191276
2018	2677.858373
2019	2677.643076
2020	2677.017044
2021	2676.791026
2022	2676.403362
2023	2675.744816
2024	2675.457285
2025	2674.939725
2026	2674.640761
2027	2674.277858
2028	2674.117826
2029	2673.396539
2030	2672.918375
2031	2672.47737
2032	2672.243081
2033	2672.086006
2034	2671.846031
2035	2671.596715
2036	2671.405452
2037	2671.079409
2038	2670.593316
2039	2670.270652
2040	2670.052731
2041	2669.828911
2042	2669.139187
2043	2668.964732
2044	2668.861741
2045	2668.715426
2046	2668.294389
2047	2667.5909
2048	2667.335832
2049	2666.668618
2050	2666.079623
2051	2665.633431
2052	2665.327405
2053	2665.027278
2054	2664.84975
2055	2664.695722
2056	2664.421146
2057	2664.151524
2058	2663.625578
2059	2663.323515
2060	2663.159645
2061	2662.92541
2062	2662.83035
2063	2662.214062
2064	2661.887575
2065	2661.680833
2066	2661.454079
2067	2660.733686
2068	2660.365036
2069	2660.216319
2070	2659.666232
2071	2659.353051
2072	2658.801409
2073	2658.425865
2074	2658.224861
2075	2657.839314
2076	2657.612719
2077	2657.213089
2078	2657.085511
2079	2657.006345
2080	2656.737759
2081	2656.585644
2082	2656.377598
2083	2656.331985
2084	2656.043474
2085	2655.20093
2086	2654.805307
2087	2654.494298
2088	2654.307196
2089	2653.77333
2090	2652.49231
2091	2652.304902
2092	2651.786558
2093	2651.617544
2094	2651.251435
2095	2650.963697
2096	2650.799072
2097	2650.310189
2098	2650.030898
2099	2649.628661
2100	2649.07337
2101	2648.570967
2102	2648.112719
2103	2647.940857
2104	2647.744503
2105	2647.650258
2106	2647.525208
2107	2647.26168
2108	2646.923985
2109	2646.798349
2110	2646.391299
2111	2646.204872
2112	2645.92694
2113	2645.483168
2114	2644.958342
2115	2644.484317
2116	2644.350946
2117	2643.797489
2118	2643.222136
2119	2642.727643
2120	2642.553763
2121	2642.129977
2122	2641.572129
2123	2641.318194
2124	2640.755379
2125	2640.311886
2126	2639.959186
2127	2639.643052
2128	2639.154374
2129	2638.955189
2130	2638.262626
2131	2638.142811
2132	2638.00415
2133	2636.791308
2134	2636.269396
2135	2635.815684
2136	2634.693542
2137	2634.230962
2138	2632.278191
2139	2631.941844
2140	2631.515926
2141	2631.22738
2142	2630.783787
2143	2630.358783
2144	2630.205588
2145	2629.783923
2146	2629.279816
2147	2628.485019
2148	2628.13996
2149	2627.914465
2150	2627.507871
2151	2627.280529
2152	2626.960907
2153	2626.562917
2154	2626.421715
2155	2626.044756
2156	2625.848455
2157	2625.462982
2158	2625.050796
2159	2624.539991
2160	2624.418222
2161	2623.826733
2162	2623.559056
2163	2623.215857
2164	2622.483113
2165	2622.103716
2166	2621.680291
2167	2621.005482
2168	2620.7021
2169	2620.283715
2170	2619.885643
2171	2619.562705
2172	2619.166229
2173	2618.911365
2174	2618.427238
2175	2618.138987
2176	2617.948132
2177	2617.599388
2178	2616.850985
2179	2616.376544
2180	2616.188857
2181	2615.903615
2182	2615.632581
2183	2614.988845
2184	2614.731185
2185	2614.473242
2186	2614.164816
2187	2613.768172
2188	2613.228594
2189	2613.025331
2190	2612.733551
2191	2612.511525
2192	2612.366333
2193	2612.122144
2194	2612.007453
2195	2611.837928
2196	2611.745273
2197	2611.68111
2198	2611.557718
2199	2611.28112
2200	2610.959855
2201	2610.469397
2202	2610.204459
2203	2610.027669
2204	2609.933387
2205	2609.495171
2206	2609.336268
2207	2609.124868
2208	2608.839771
2209	2608.142543
2210	2607.678422
2211	2607.277274
2212	2606.795321
2213	2606.577788
2214	2606.230383
2215	2605.92985
2216	2605.481241
2217	2605.241265
2218	2604.686982
2219	2604.061093
2220	2603.612868
2221	2603.070975
2222	2602.840225
2223	2602.590277
2224	2602.238241
2225	2601.991264
2226	2601.495987
2227	2601.385825
2228	2601.229201
2229	2600.655954
2230	2599.928301
2231	2599.593693
2232	2599.453964
2233	2599.012273
2234	2598.672176
2235	2598.508097
2236	2598.052324
2237	2597.73345
2238	2597.450492
2239	2596.798477
2240	2596.66036
2241	2596.343896
2242	2596.168271
2243	2595.976548
2244	2595.612407
2245	2595.017883
2246	2594.768381
2247	2594.508865
2248	2594.315231
2249	2593.60464
2250	2593.078917
2251	2592.38832
2252	2592.170615
2253	2592.098768
2254	2591.779983
2255	2591.431745
2256	2591.111671
2257	2590.940913
2258	2590.680479
2259	2590.488101
2260	2590.255238
2261	2590.18311
2262	2589.965418
2263	2589.658883
2264	2589.234772
2265	2588.953394
2266	2588.621406
2267	2588.346257
2268	2588.121215
2269	2587.719258
2270	2587.214771
2271	2587.12186
2272	2586.815768
2273	2586.534194
2274	2586.260771
2275	2586.129156
2276	2585.832781
2277	2585.66252
2278	2585.50874
2279	2585.185487
2280	2584.842306
2281	2584.30435
2282	2583.773531
2283	2583.485061
2284	2583.379099
2285	2583.276657
2286	2583.094317
2287	2582.996728
2288	2582.74273
2289	2582.662826
2290	2582.493807
2291	2582.304022
2292	2582.04616
2293	2581.929092
2294	2581.779632
2295	2581.384375
2296	2581.327162
2297	2581.140769
2298	2580.778345
2299	2580.614567
2300	2580.458148
2301	2580.350338
2302	2580.20756
2303	2579.960636
2304	2579.83233
2305	2579.437468
2306	2579.053309
2307	2578.776296
2308	2578.596134
2309	2578.100856
2310	2577.676533
2311	2577.147807
2312	2576.864252
2313	2576.74421
2314	2576.514756
2315	2576.20686
2316	2576.071156
2317	2575.848457
2318	2575.453044
2319	2575.310303
2320	2575.148479
2321	2574.747246
2322	2574.504083
2323	2574.386747
2324	2574.27252
2325	2573.931223
2326	2573.58289
2327	2573.399388
2328	2573.289962
2329	2572.953114
2330	2572.381263
2331	2571.934381
2332	2571.478238
2333	2571.247224
2334	2571.054646
2335	2570.7041
2336	2570.450521
2337	2570.312322
2338	2570.065639
2339	2569.97822
2340	2569.439774
2341	2569.300311
2342	2569.030839
2343	2568.369767
2344	2567.983221
2345	2567.729788
2346	2567.614267
2347	2566.969004
2348	2566.68397
2349	2566.347193
2350	2565.898482
2351	2565.686371
2352	2565.371871
2353	2564.811227
2354	2564.271069
2355	2563.928987
2356	2563.737054
2357	2563.480839
2358	2563.182347
2359	2563.014832
2360	2562.540189
2361	2562.445731
2362	2562.165181
2363	2561.938574
2364	2561.506167
2365	2561.440269
2366	2561.235226
2367	2561.019082
2368	2560.813765
2369	2560.521982
2370	2560.006682
2371	2559.683857
2372	2559.506894
2373	2559.205391
2374	2559.069785
2375	2558.853052
2376	2558.478606
2377	2558.177268
2378	2557.906172
2379	2557.621544
2380	2557.498265
2381	2556.888831
2382	2556.726047
2383	2556.580429
2384	2556.116322
2385	2556.048554
2386	2555.871056
2387	2555.742388
2388	2555.30763
2389	2555.101456
2390	2554.905553
2391	2554.627971
2392	2554.4755
2393	2554.260609
2394	2553.891401
2395	2553.742415
2396	2553.250527
2397	2552.463343
2398	2552.359678
2399	2552.015497
2400	2551.795865
2401	2551.577252
2402	2551.332767
2403	2551.086833
2404	2550.912935
2405	2550.784658
2406	2550.40569
2407	2550.238889
2408	2550.14669
2409	2549.70818
2410	2549.520156
2411	2549.402138
2412	2549.061013
2413	2548.72717
2414	2548.407052
2415	2547.983207
2416	2547.898906
2417	2547.596855
2418	2547.49468
2419	2547.263337
2420	2547.140134
2421	2546.51227
2422	2546.185004
2423	2545.856929
2424	2545.511758
2425	2545.210862
2426	2544.711446
2427	2544.367684
2428	2544.219332
2429	2543.646713
2430	2542.612713
2431	2542.412157
2432	2542.289074
2433	2542.121183
2434	2541.719178
2435	2541.442645
2436	2541.30532
2437	2541.18813
2438	2541.065786
2439	2540.915171
2440	2540.778195
2441	2540.58681
2442	2539.965725
2443	2539.797205
2444	2539.614696
2445	2539.314825
2446	2539.031058
2447	2538.774546
2448	2538.551315
2449	2538.41265
2450	2537.670855
2451	2537.534926
2452	2537.210634
2453	2537.135953
2454	2536.830615
2455	2536.674407
2456	2536.516369
2457	2536.270602
2458	2536.165121
2459	2536.059211
2460	2535.908775
2461	2535.702716
2462	2535.267554
2463	2535.040043
2464	2534.729977
2465	2534.441392
2466	2533.85011
2467	2533.479274
2468	2533.205022
2469	2532.954907
2470	2532.59649
2471	2532.322802
2472	2532.011024
2473	2531.791648
2474	2531.389923
2475	2531.159398
2476	2530.816126
2477	2530.507987
2478	2530.144771
2479	2530.085221
2480	2529.894479
2481	2529.831539
2482	2529.342227
2483	2529.004425
2484	2528.235365
2485	2528.097776
2486	2527.962172
2487	2527.836622
2488	2527.588247
2489	2527.498007
2490	2526.977725
2491	2526.741948
2492	2526.574669
2493	2526.373257
2494	2526.172828
2495	2525.979716
2496	2525.734536
2497	2525.646119
2498	2525.497032
2499	2525.208559
2500	2524.994239
2501	2524.833305
2502	2524.624309
2503	2524.441583
2504	2524.230016
2505	2524.023817
2506	2523.652529
2507	2523.21301
2508	2522.845799
2509	2522.623705
2510	2522.290549
2511	2522.019659
2512	2521.870035
2513	2521.712
2514	2521.439665
2515	2521.043593
2516	2520.694982
2517	2520.128478
2518	2520.016085
2519	2519.621264
2520	2518.893314
2521	2518.601848
2522	2518.469784
2523	2518.320957
2524	2518.280008
2525	2518.135319
2526	2517.930174
2527	2517.734822
2528	2517.494817
2529	2517.295828
2530	2517.145402
2531	2517.004456
2532	2516.937618
2533	2516.767897
2534	2515.681648
2535	2515.579059
2536	2515.369856
2537	2515.306277
2538	2515.277138
2539	2515.028457
2540	2514.636514
2541	2514.483764
2542	2514.00259
2543	2513.857682
2544	2513.646797
2545	2513.504793
2546	2513.066779
2547	2512.931186
2548	2512.706445
2549	2512.485673
2550	2512.354058
2551	2512.272131
2552	2512.137523
2553	2511.983216
2554	2511.629722
2555	2511.174852
2556	2510.989464
2557	2510.139995
2558	2509.890758
2559	2509.657178
2560	2509.414765
2561	2509.187375
2562	2508.734264
2563	2508.552325
2564	2508.326465
2565	2508.178524
2566	2508.002337
2567	2507.916393
2568	2507.695682
2569	2507.360833
2570	2507.177787
2571	2507.098152
2572	2506.901463
2573	2506.42268
2574	2506.140826
2575	2505.846404
2576	2505.613839
2577	2505.219653
2578	2504.966405
2579	2504.797892
2580	2504.638781
2581	2504.027745
2582	2503.664836
2583	2503.508103
2584	2503.252081
2585	2503.130083
2586	2502.91965
2587	2502.645364
2588	2502.340232
2589	2502.166938
2590	2501.933288
2591	2501.826438
2592	2501.135484
2593	2500.834373
2594	2500.696864
2595	2500.549381
2596	2500.407237
2597	2500.252417
2598	2500.109097
2599	2499.821899
2600	2499.6973
2601	2499.237713
2602	2499.153828
2603	2498.279271
2604	2498.014488
2605	2497.582611
2606	2497.530013
2607	2497.371553
2608	2497.221564
2609	2496.945889
2610	2496.635524
2611	2496.493587
2612	2495.921074
2613	2495.453204
2614	2495.184629
2615	2495.036819
2616	2494.841762
2617	2494.580256
2618	2494.448571
2619	2494.169216
2620	2494.100021
2621	2493.871472
2622	2493.731903
2623	2493.581798
2624	2493.153995
2625	2493.03455
2626	2492.90064
2627	2492.677742
2628	2492.552984
2629	2492.129775
2630	2491.802811
2631	2491.423937
2632	2491.283806
2633	2491.148748
2634	2490.32722
2635	2490.262659
2636	2489.980757
2637	2489.902275
2638	2489.770819
2639	2489.385433
2640	2489.242469
2641	2489.118275
2642	2488.83337
2643	2488.52888
2644	2488.414111
2645	2488.35919
2646	2487.832365
2647	2487.356877
2648	2487.038382
2649	2486.907329
2650	2486.770901
2651	2486.72978
2652	2486.361789
2653	2486.212148
2654	2485.670768
2655	2485.381044
2656	2484.853481
2657	2484.612871
2658	2484.347969
2659	2484.140209
2660	2483.991747
2661	2483.93194
2662	2483.814568
2663	2483.638444
2664	2483.487476
2665	2483.270343
2666	2483.189961
2667	2482.790503
2668	2482.698141
2669	2482.425689
2670	2482.146305
2671	2481.963986
2672	2481.730152
2673	2481.577207
2674	2481.414649
2675	2481.346678
2676	2481.163868
2677	2480.667652
2678	2480.531782
2679	2480.400393
2680	2480.112432
2681	2479.980835
2682	2479.704984
2683	2479.491927
2684	2479.281222
2685	2478.907895
2686	2477.977553
2687	2477.672522
2688	2477.543506
2689	2477.217075
2690	2477.093086
2691	2476.67714
2692	2476.523111
2693	2476.197902
2694	2475.964426
2695	2475.764921
2696	2475.7046
2697	2475.573516
2698	2475.128473
2699	2474.740066
2700	2474.40993
2701	2474.230247
2702	2474.084696
2703	2473.963103
2704	2473.864083
2705	2473.669587
2706	2473.487107
2707	2473.35584
2708	2473.131685
2709	2473.006994
2710	2472.878023
2711	2472.50061
2712	2472.219236
2713	2471.862401
2714	2471.746342
2715	2471.568112
2716	2471.440972
2717	2470.822319
2718	2470.39385
2719	2470.24337
2720	2470.121606
2721	2469.979001
2722	2469.77487
2723	2469.66698
2724	2469.3484
2725	2468.764634
2726	2468.562537
2727	2468.33733
2728	2468.213984
2729	2468.078384
2730	2467.963174
2731	2467.867373
2732	2467.820654
2733	2467.611411
2734	2467.504515
2735	2467.287139
2736	2467.154429
2737	2466.727673
2738	2466.539051
2739	2466.360088
2740	2466.244802
2741	2466.035962
2742	2465.917707
2743	2465.813774
2744	2465.496126
2745	2465.384874
2746	2465.230982
2747	2465.135694
2748	2464.905954
2749	2464.695916
2750	2464.550785
2751	2464.427853
2752	2464.333387
2753	2464.282074
2754	2464.043707
2755	2463.986872
2756	2463.859126
2757	2463.75385
2758	2463.684191
2759	2463.367474
2760	2463.258262
2761	2463.156402
2762	2462.985307
2763	2462.921833
2764	2462.714442
2765	2462.65464
2766	2462.20944
2767	2462.113282
2768	2461.994428
2769	2461.863967
2770	2461.751671
2771	2461.537868
2772	2461.404383
2773	2461.135977
2774	2460.928915
2775	2460.746931
2776	2460.55086
2777	2460.412252
2778	2460.228708
2779	2460.114086
2780	2459.532084
2781	2459.256577
2782	2459.060763
2783	2458.918445
2784	2458.722072
2785	2458.407976
2786	2458.269538
2787	2458.037831
2788	2457.920191
2789	2457.740197
2790	2457.664281
2791	2457.558909
2792	2457.433802
2793	2457.286841
2794	2457.094718
2795	2456.736795
2796	2456.591
2797	2456.395481
2798	2456.197716
2799	2456.019509
2800	2455.54931
2801	2455.311325
2802	2455.101887
2803	2454.857001
2804	2454.666826
2805	2454.536238
2806	2454.282434
2807	2453.221684
2808	2453.081436
2809	2452.93209
2810	2452.821665
2811	2452.432225
2812	2452.261007
2813	2451.747954
2814	2451.602709
2815	2451.361921
2816	2450.91595
2817	2450.783706
2818	2450.654058
2819	2450.294038
2820	2449.956425
2821	2449.784908
2822	2449.68156
2823	2449.610998
2824	2449.360986
2825	2449.244009
2826	2449.119281
2827	2448.950897
2828	2448.718745
2829	2448.194656
2830	2448.006406
2831	2447.838281
2832	2447.690163
2833	2447.467597
2834	2447.33979
2835	2446.993442
2836	2446.876861
2837	2446.398129
2838	2446.288469
2839	2445.981232
2840	2445.792454
2841	2445.674188
2842	2445.382463
2843	2445.16572
2844	2444.985347
2845	2444.683454
2846	2444.500078
2847	2444.165263
2848	2444.015946
2849	2443.470318
2850	2443.379703
2851	2443.110864
2852	2442.968085
2853	2442.721682
2854	2442.573372
2855	2442.228923
2856	2441.899674
2857	2441.74802
2858	2441.653522
2859	2441.458885
2860	2441.191971
2861	2441.097315
2862	2440.902009
2863	2440.763511
2864	2440.65809
2865	2440.388419
2866	2440.088396
2867	2439.966784
2868	2439.87479
2869	2439.731343
2870	2439.497354
2871	2439.397673
2872	2438.971693
2873	2438.40551
2874	2438.090951
2875	2437.891268
2876	2437.812035
2877	2437.641472
2878	2437.447925
2879	2437.308823
2880	2437.131143
2881	2436.860553
2882	2436.703246
2883	2436.441334
2884	2436.234986
2885	2436.066011
2886	2435.791739
2887	2435.631639
2888	2435.363816
2889	2435.25909
2890	2434.879655
2891	2434.658137
2892	2434.430188
2893	2434.209274
2894	2434.0496
2895	2433.862266
2896	2433.672554
2897	2433.53463
2898	2433.192845
2899	2433.11293
2900	2432.868817
2901	2432.73946
2902	2432.609644
2903	2432.367121
2904	2431.930687
2905	2431.644571
2906	2431.5555
2907	2431.389608
2908	2431.270351
2909	2431.138147
2910	2431.024818
2911	2430.404185
2912	2430.195557
2913	2429.027594
2914	2428.380546
2915	2428.277174
2916	2427.775071
2917	2427.406375
2918	2426.900468
2919	2426.529544
2920	2426.159212
2921	2426.088636
2922	2425.998294
2923	2425.775422
2924	2425.565144
2925	2425.311549
2926	2424.964621
2927	2424.868822
2928	2424.637256
2929	2424.374669
2930	2424.257672
2931	2424.200549
2932	2424.045141
2933	2423.957434
2934	2423.684981
2935	2423.465845
2936	2423.367503
2937	2423.209867
2938	2423.051166
2939	2422.873063
2940	2422.657301
2941	2422.387715
2942	2422.184325
2943	2421.887757
2944	2421.08392
2945	2420.320972
2946	2420.1507
2947	2419.954593
2948	2419.738387
2949	2419.307901
2950	2419.062692
2951	2418.729851
2952	2418.625812
2953	2418.514397
2954	2418.144608
2955	2417.892688
2956	2417.740519
2957	2417.585269
2958	2417.440861
2959	2417.342378
2960	2417.204833
2961	2416.592038
2962	2416.470227
2963	2416.235723
2964	2415.759753
2965	2415.594052
2966	2415.495466
2967	2415.178973
2968	2414.650045
2969	2414.270239
2970	2414.152195
2971	2414.046654
2972	2413.809733
2973	2413.613067
2974	2413.501
2975	2413.385116
2976	2413.250754
2977	2413.132133
2978	2413.018658
2979	2412.900042
2980	2412.799434
2981	2412.408217
2982	2412.177212
2983	2412.084313
2984	2411.854742
2985	2411.731261
2986	2411.546064
2987	2411.39388
2988	2411.101052
2989	2410.973114
2990	2410.861489
2991	2410.438574
2992	2410.102791
2993	2409.821369
2994	2409.440465
2995	2409.292758
2996	2409.188226
2997	2409.051561
2998	2408.592862
2999	2408.510574
